,file_path,age
4178,dataset2\23\13086_GretaGarbo_23_f.jpg,23
9891,dataset2\42\059363_3M42.JPG,42
15123,dataset2\58\1927834_1954-11-08_2013.jpg,58
19540,dataset2\8\8_1_0_20170109204452579.jpg.chip.jpg,8
9001,dataset2\39\069349_0M39.JPG,39
15120,dataset2\58\1890129_1952-06-01_2011.jpg,58
5952,dataset2\29\12005216_1983-02-07_2013.jpg,29
10532,dataset2\44\055734_0F44.JPG,44
17359,dataset2\65\15759687_1949-03-19_2015.jpg,65
905,dataset2\12\nm0014582_rm2310707456_1990-1-7_2003.jpg,12
9440,dataset2\41\056460_4M41.JPG,41
3459,dataset2\21\11589605_1989-05-04_2011.jpg,21
246,dataset2\10\nm0001515_rm3929837056_1983-9-21_1994.jpg,10
13041,dataset2\52\035839_0M52.JPG,52
6347,dataset2\30\12911_BarbraStreisand_30_f.jpg,30
11601,dataset2\48\047274_00M48.JPG,48
11664,dataset2\48\050840_02M48.JPG,48
1404,dataset2\14\14_1_3_20161220220655004.jpg.chip.jpg,14
4038,dataset2\23\10742914_1984-04-13_2008.jpg,23
14089,dataset2\55\102214_0M55.JPG,55
17265,dataset2\65\10927_Arletty_65_f.jpg,65
16771,dataset2\63\1516352_1943-09-10_2007.jpg,63
2234,dataset2\17\10705060_1989-04-01_2007.jpg,17
4023,dataset2\23\10529976_1930-05-20_1954.jpg,23
1810,dataset2\15\33119015_1993-02-11_2009.jpg,15
17,dataset2\10\050A10.JPG,10
6667,dataset2\32\00948_03F32.JPG,32
13651,dataset2\54\035479_2M54.JPG,54
4653,dataset2\25\10862_SusanGeorge_25_f.jpg,25
9471,dataset2\41\058231_4M41.JPG,41
222,dataset2\10\804582_1932-02-03_1943.jpg,10
2019,dataset2\16\16_0_0_20170110232039461.jpg.chip.jpg,16
19221,dataset2\70\23123849_1938-09-26_2009.jpg,70
4742,dataset2\25\11951_AngelaLansbury_25_f.jpg,25
19853,dataset2\9\9_1_0_20170117180006484.jpg.chip.jpg,9
16862,dataset2\63\234240_00M63.JPG,63
4497,dataset2\24\1363010_1935-08-09_1960.jpg,24
17655,dataset2\66\1683_BobDylan_66_m.jpg,66
11427,dataset2\47\055700_01M47.JPG,47
6297,dataset2\30\12383_UrsulaAndress_30_f.jpg,30
18235,dataset2\68\14623_YvonneDeCarlo_68_f.jpg,68
8326,dataset2\37\072276_2M37.JPG,37
8346,dataset2\37\073131_1M37.JPG,37
18176,dataset2\68\1173_AlbertSchweitzer_68_m.jpg,68
13864,dataset2\54\108524_1F54.JPG,54
11377,dataset2\47\052791_1M47.JPG,47
9284,dataset2\40\063863_5M40.JPG,40
19186,dataset2\70\17138430_1942-05-31_2013.jpg,70
18817,dataset2\7\7_0_0_20170110215648859.jpg.chip.jpg,7
4263,dataset2\24\051_00M24.JPG,24
12528,dataset2\50\046447_4M50.JPG,50
16453,dataset2\62\1421392_1949-04-15_2012.jpg,62
494,dataset2\11\nm0005151_rm58038784_1990-10-22_2002.jpg,11
9547,dataset2\41\060736_0M41.JPG,41
3929,dataset2\22\14724982_1937-11-29_1960.jpg,22
19308,dataset2\70\39414862_1938-08-09_2009.jpg,70
4312,dataset2\24\10548766_1986-11-23_2011.jpg,24
12196,dataset2\5\5_0_1_20170110213654372.jpg.chip.jpg,5
12434,dataset2\50\039178_0M50.JPG,50
8558,dataset2\38\065935_0M38.JPG,38
9685,dataset2\41\064590_04M41.JPG,41
8700,dataset2\38\072575_2M38.JPG,38
3264,dataset2\20\13998_GloriaSwanson_20_f.jpg,20
18559,dataset2\69\18444075_1943-12-24_2013.jpg,69
3411,dataset2\21\10323445_1985-06-06_2007.jpg,21
10530,dataset2\44\055668_0M44.JPG,44
11494,dataset2\47\062276_21M47.JPG,47
18657,dataset2\69\40286182_1941-09-07_2011.jpg,69
12134,dataset2\5\033A05.JPG,5
12929,dataset2\51\061431_0M51.JPG,51
6387,dataset2\31\09403_03F31.JPG,31
13248,dataset2\52\073629_2M52.JPG,52
3000,dataset2\19\14138422_1990-01-25_2010.jpg,19
3631,dataset2\21\1506629_1988-06-16_2010.jpg,21
11290,dataset2\47\047769_0M47.JPG,47
1636,dataset2\15\15_0_0_20170117134820249.jpg.chip.jpg,15
19514,dataset2\8\8_1_0_20170109203248565.jpg.chip.jpg,8
17905,dataset2\67\12916944_1915-02-05_1983.jpg,67
3273,dataset2\20\14241_JanetGaynor_20_f.jpg,20
12782,dataset2\51\041998_03M51.JPG,51
1520,dataset2\15\019A15.JPG,15
3284,dataset2\20\14430_OliviadeHavilland_20_f.jpg,20
19075,dataset2\70\11267_ShirleyJones_70_f.jpg,70
14962,dataset2\58\12154_FrancescaAnnis_58_f.jpg,58
6242,dataset2\30\1167000_1981-08-18_2012.jpg,30
606,dataset2\12\002A12.JPG,12
5282,dataset2\27\1060790_1925-06-20_1953.jpg,27
18510,dataset2\69\146749_01F69.JPG,69
7333,dataset2\34\081479_0M34.JPG,34
7385,dataset2\34\089645_0M34.JPG,34
2742,dataset2\19\0142_01M19.JPG,19
19573,dataset2\8\8_1_0_20170109205256828.jpg.chip.jpg,8
7775,dataset2\35\085025_2M35.JPG,35
4993,dataset2\26\10828_RaquelWelch_26_f.jpg,26
1578,dataset2\15\15986138_1991-08-26_2007.jpg,15
19041,dataset2\7\nm1535523_rm1408211712_1998-7-8_2006.jpg,7
17692,dataset2\66\21963030_1938-06-02_2005.jpg,66
53,dataset2\10\10_0_0_20170110220316298.jpg.chip.jpg,10
10868,dataset2\45\055784_2M45.JPG,45
17799,dataset2\66\381207_1946-06-20_2013.jpg,66
6399,dataset2\31\101680_6F31.JPG,31
2604,dataset2\18\10463_07M18.JPG,18
4255,dataset2\24\032A24.JPG,24
7912,dataset2\36\03795_1M36.JPG,36
12036,dataset2\49\054537_0M49.JPG,49
3708,dataset2\22\10374465_1990-02-05_2013.jpg,22
10259,dataset2\43\060349_1M43.JPG,43
7179,dataset2\33\104_PaulAnka_33_m.jpg,33
5279,dataset2\27\10550_01F27.JPG,27
3029,dataset2\19\15108_CatherineSchell_19_f.jpg,19
11213,dataset2\47\02669_0M47.JPG,47
983,dataset2\13\13_0_0_20170110232526929.jpg.chip.jpg,13
14493,dataset2\56\1454596_1933-10-01_1990.jpg,56
11954,dataset2\49\049615_1M49.JPG,49
8244,dataset2\37\067306_0M37.JPG,37
16131,dataset2\61\1220_ClaudeL╨ÆviStrauss_61_m.jpg,61
8852,dataset2\39\061404_0M39.JPG,39
15664,dataset2\6\nm0810101_rm271691776_1984-4-8_1991.jpg,6
7250,dataset2\33\110194_1M33.JPG,33
5415,dataset2\27\12353810_1983-06-22_2011.jpg,27
10580,dataset2\44\058619_2M44.JPG,44
922,dataset2\13\041A13.JPG,13
11447,dataset2\47\057508_01M47.JPG,47
10970,dataset2\46\048000_2M46.JPG,46
3800,dataset2\22\12281355_1986-12-12_2009.jpg,22
1097,dataset2\13\nm0000433_rm4197813760_1971-12-23_1985.jpg,13
2687,dataset2\18\13072_GraceKelly_18_f.jpg,18
16459,dataset2\62\1438727_1877-06-13_1940.jpg,62
6877,dataset2\32\11287827_1978-08-03_2011.jpg,32
6779,dataset2\32\105532_2F32.JPG,32
14416,dataset2\56\11331163_1954-08-05_2011.jpg,56
805,dataset2\12\34012762_1999-07-09_2012.jpg,12
10317,dataset2\44\045318_3M44.JPG,44
6843,dataset2\32\111209_3M32.JPG,32
1975,dataset2\16\16_0_0_20170110231520320.jpg.chip.jpg,16
7488,dataset2\34\100205_0M34.JPG,34
12143,dataset2\5\047A05.JPG,5
9687,dataset2\41\064649_1M41.JPG,41
17737,dataset2\66\2789917_1940-11-13_2007.jpg,66
5616,dataset2\28\11334_VirnaLisi_28_f.jpg,28
7310,dataset2\34\063874_2M34.JPG,34
4196,dataset2\23\13323_AvaGardner_23_f.jpg,23
8184,dataset2\37\00457_03F37.JPG,37
2376,dataset2\17\171162_1987-04-10_2005.jpg,17
5861,dataset2\29\1079208_1978-09-11_2008.jpg,29
17586,dataset2\66\12301_LauraAntonelli_66_f.jpg,66
4683,dataset2\25\11212023_1925-02-27_1951.jpg,25
1572,dataset2\15\15077119_1993-08-27_2009.jpg,15
15764,dataset2\60\10238_KathyBates_60_f.jpg,60
15817,dataset2\60\1193_ErnestRutherford_60_m.jpg,60
19763,dataset2\9\9_0_0_20170110222903669.jpg.chip.jpg,9
6831,dataset2\32\110194_0M32.JPG,32
7681,dataset2\35\074598_1M35.JPG,35
14436,dataset2\56\1198416_1955-02-09_2012.jpg,56
5273,dataset2\27\10504790_1986-07-14_2014.jpg,27
17679,dataset2\66\197543_1923-01-14_1990.jpg,66
17538,dataset2\66\089208_00M66.JPG,66
19677,dataset2\9\078A09.JPG,9
19502,dataset2\8\8_1_0_20170109202802966.jpg.chip.jpg,8
8310,dataset2\37\071990_13F37.JPG,37
17108,dataset2\64\1934703_1947-09-19_2012.jpg,64
15895,dataset2\60\15195_CydCharisse_60_f.jpg,60
6692,dataset2\32\061A32.JPG,32
10135,dataset2\43\055904_2M43.JPG,43
8904,dataset2\39\064411_4M39.JPG,39
16305,dataset2\61\2730790_1946-05-03_2008.jpg,61
11585,dataset2\48\046359_4M48.JPG,48
12495,dataset2\50\044056_03M50.JPG,50
16738,dataset2\63\13231_RoyScheider_63_f.jpg,63
2799,dataset2\19\05253_03M19.JPG,19
3944,dataset2\23\007A23.JPG,23
16994,dataset2\64\11202077_1949-08-14_2014.jpg,64
7558,dataset2\34\102707_0M34.JPG,34
10439,dataset2\44\052335_2M44.JPG,44
9612,dataset2\41\061800_1M41.JPG,41
4450,dataset2\24\12945_CatherineDeneuve_24_f.jpg,24
6634,dataset2\31\128725_0M31.JPG,31
15811,dataset2\60\11834_AnjelicaHuston_60_f.jpg,60
1122,dataset2\13\nm0001795_rm1480759552_1981-9-8_1995.jpg,13
15468,dataset2\6\069A06.JPG,6
10556,dataset2\44\056942_1M44.JPG,44
5014,dataset2\26\1108747_1915-07-11_1942.jpg,26
5793,dataset2\29\06860_02M29.JPG,29
10794,dataset2\45\053151_4M45.JPG,45
16772,dataset2\63\15172_ConnieBooth_63_f.jpg,63
13030,dataset2\52\035625_10M52.JPG,52
10947,dataset2\46\046719_0M46.JPG,46
2829,dataset2\19\07742_02M19.JPG,19
19800,dataset2\9\9_0_0_20170110225229812.jpg.chip.jpg,9
5095,dataset2\26\11963_05M26.JPG,26
9944,dataset2\42\061222_13M42.JPG,42
14232,dataset2\56\030267_1M56.JPG,56
6170,dataset2\30\1066018_1975-10-30_2006.jpg,30
10087,dataset2\43\053866_0M43.JPG,43
3857,dataset2\22\13283880_1987-07-16_2010.jpg,22
732,dataset2\12\12_1_0_20170109204815030.jpg.chip.jpg,12
19242,dataset2\70\2630205_1935-11-20_2006.jpg,70
15367,dataset2\59\18527520_1900-02-12_1960.jpg,59
18815,dataset2\7\7_0_0_20170110215635827.jpg.chip.jpg,7
3178,dataset2\20\11590_MargeChampion_20_f.jpg,20
7526,dataset2\34\101465_2M34.JPG,34
8146,dataset2\36\086225_0M36.JPG,36
11182,dataset2\46\056533_02M46.JPG,46
14101,dataset2\55\10545_JoanCollins_55_f.jpg,55
13415,dataset2\53\046405_2M53.JPG,53
12601,dataset2\50\053311_0M50.JPG,50
2149,dataset2\17\04061_01M17.JPG,17
8068,dataset2\36\077821_2M36.JPG,36
171,dataset2\10\10_1_0_20170110220649364.jpg.chip.jpg,10
4002,dataset2\23\10069_JaneBirkin_23_f.jpg,23
17772,dataset2\66\330825_1917-04-01_1984.jpg,66
15643,dataset2\6\nm0190261_rm1516616960_1962-5-28_1969.jpg,6
583,dataset2\11\nm0266824_rm379685888_1994-2-23_2006.jpg,11
7172,dataset2\33\104365_1M33.JPG,33
10313,dataset2\44\02493_09F44.JPG,44
1291,dataset2\14\14_0_0_20170110232523770.jpg.chip.jpg,14
7059,dataset2\33\094833_0M33.JPG,33
6023,dataset2\29\1280224_1984-03-07_2014.jpg,29
15978,dataset2\60\2072_JonVoight_60_m.jpg,60
11122,dataset2\46\053653_6M46.JPG,46
16430,dataset2\62\12871003_1888-03-20_1951.jpg,62
7823,dataset2\35\088515_3M35.JPG,35
17499,dataset2\65\327418_1947-07-18_2013.jpg,65
5929,dataset2\29\11695554_1981-04-23_2011.jpg,29
2567,dataset2\18\082A18.JPG,18
7422,dataset2\34\09578_4M34.JPG,34
19169,dataset2\70\1617675_1937-08-27_2008.jpg,70
3968,dataset2\23\035A23b.JPG,23
7590,dataset2\35\01083_06F35.JPG,35
10244,dataset2\43\059693_0M43.JPG,43
408,dataset2\11\12934_BarbraStreisand_11_f.jpg,11
14802,dataset2\57\1759432_1954-04-02_2012.jpg,57
9083,dataset2\39\072404_1M39.JPG,39
4472,dataset2\24\13186_MichellePfeiffer_24_f.jpg,24
17476,dataset2\65\2969494_1882-02-02_1948.jpg,65
19591,dataset2\8\8_1_0_20170120230542954.jpg.chip.jpg,8
17339,dataset2\65\1464891_1946-12-02_2012.jpg,65
19504,dataset2\8\8_1_0_20170109202851846.jpg.chip.jpg,8
14106,dataset2\55\106756_1M55.JPG,55
14556,dataset2\57\034347_0M57.JPG,57
15805,dataset2\60\11522_JulieChristie_60_f.jpg,60
17837,dataset2\67\006A67.JPG,67
16205,dataset2\61\16163_SidneyPoitier_61_m.jpg,61
12779,dataset2\51\041751_6M51.JPG,51
10497,dataset2\44\054480_3M44.JPG,44
11345,dataset2\47\051344_3M47.JPG,47
19416,dataset2\8\8_0_0_20170110220011635.jpg.chip.jpg,8
9389,dataset2\40\068126_1M40.JPG,40
12324,dataset2\5\5_1_2_20161219195123491.jpg.chip.jpg,5
10736,dataset2\45\051554_4M45.JPG,45
10457,dataset2\44\053151_3M44.JPG,44
4914,dataset2\26\07555_06F26.JPG,26
11512,dataset2\47\063874_15M47.JPG,47
4568,dataset2\25\0434_02M25.JPG,25
17457,dataset2\65\27343740_1902-07-11_1968.jpg,65
18013,dataset2\67\22545577_1944-11-06_2012.jpg,67
6204,dataset2\30\11179_LizaMinelli_30_f.jpg,30
419,dataset2\11\18725383_1999-05-28_2011.jpg,11
12112,dataset2\49\064780_02M49.JPG,49
3949,dataset2\23\01748_01F23.JPG,23
686,dataset2\12\12_0_3_20170117183456013.jpg.chip.jpg,12
7104,dataset2\33\100179_3M33.JPG,33
2611,dataset2\18\10658304_1992-10-31_2011.jpg,18
8857,dataset2\39\061800_0M39.JPG,39
7762,dataset2\35\084621_0M35.JPG,35
1382,dataset2\14\14_1_0_20170109213548658.jpg.chip.jpg,14
15776,dataset2\60\10749_MerylStreep_60_f.jpg,60
4684,dataset2\25\11219_PiaLindstrom_25_f.jpg,25
18697,dataset2\69\5289_JackNicolson_69_m.jpg,69
16936,dataset2\64\027324_1M64.JPG,64
16920,dataset2\63\31621126_1950-12-09_2014.jpg,63
3402,dataset2\21\10095252_1950-05-26_1972.jpg,21
19261,dataset2\70\29531216_1940-08-30_2011.jpg,70
13080,dataset2\52\039244_0M52.JPG,52
18955,dataset2\7\nm0004941_rm1971235584_1976-8-6_1984.jpg,7
18787,dataset2\7\12103353_1952-08-04_1960.jpg,7
13913,dataset2\54\1218_ClaudeL╨ÆviStrauss_54_m.jpg,54
10779,dataset2\45\052346_6M45.JPG,45
6874,dataset2\32\11251_ShirleyJones_32_f.jpg,32
10435,dataset2\44\052298_5M44.JPG,44
68,dataset2\10\10_0_0_20170110221811823.jpg.chip.jpg,10
11396,dataset2\47\053653_19M47.JPG,47
5716,dataset2\28\12449932_1938-10-10_1967.jpg,28
7852,dataset2\35\090681_0M35.JPG,35
8266,dataset2\37\069596_3M37.JPG,37
11816,dataset2\48\063659_1M48.JPG,48
15291,dataset2\59\1404211_1949-11-20_2009.jpg,59
7663,dataset2\35\072320_0M35.JPG,35
17599,dataset2\66\1303375_1946-12-30_2013.jpg,66
6425,dataset2\31\1078340_1978-02-19_2010.jpg,31
89,dataset2\10\10_0_0_20170110225417177.jpg.chip.jpg,10
11437,dataset2\47\056501_2M47.JPG,47
42,dataset2\10\10_0_0_20161220222308131.jpg.chip.jpg,10
2157,dataset2\17\05004_00M17.JPG,17
6896,dataset2\32\11433_CyndiLauper_32_f.jpg,32
15144,dataset2\59\030067_01M59.JPG,59
11235,dataset2\47\045200_0M47.JPG,47
17735,dataset2\66\2718445_1943-11-13_2010.jpg,66
5212,dataset2\27\06466_03M27.JPG,27
1436,dataset2\14\22831749_1952-09-16_1967.jpg,14
7163,dataset2\33\10348_AnitaEkberg_33_f.jpg,33
4479,dataset2\24\13324_AvaGardner_24_f.jpg,24
13703,dataset2\54\041086_02M54.JPG,54
19234,dataset2\70\24906487_1912-05-30_1983.jpg,70
3024,dataset2\19\14821624_1994-05-31_2014.jpg,19
12658,dataset2\50\062289_0M50.JPG,50
949,dataset2\13\12785_MargaretOBrien_13_f.jpg,13
8616,dataset2\38\068909_0M38.JPG,38
5084,dataset2\26\11822_05F26.JPG,26
8976,dataset2\39\067674_5M39.JPG,39
1454,dataset2\14\29492237_1995-05-12_2010.jpg,14
2257,dataset2\17\11809_AnjelicaHuston_17_f.jpg,17
7086,dataset2\33\097390_1M33.JPG,33
14921,dataset2\58\10907758_1954-02-28_2013.jpg,58
8105,dataset2\36\082283_1M36.JPG,36
4238,dataset2\23\14089_RomySchneider_23_f.jpg,23
7627,dataset2\35\04181_02F35.JPG,35
9102,dataset2\40\011A40.JPG,40
16369,dataset2\62\1052178_1944-08-11_2007.jpg,62
18422,dataset2\68\428053_1936-07-10_2005.jpg,68
118,dataset2\10\10_0_2_20170116162109013.jpg.chip.jpg,10
3549,dataset2\21\13267_ShirleyMacLaine_21_f.jpg,21
16041,dataset2\61\039661_2F61.JPG,61
13649,dataset2\54\0352_3M54.JPG,54
19765,dataset2\9\9_0_0_20170110223423662.jpg.chip.jpg,9
6135,dataset2\30\101680_4F30.JPG,30
8544,dataset2\38\06450_0M38.JPG,38
12474,dataset2\50\042384_5M50.JPG,50
18851,dataset2\7\7_0_1_20170114031543966.jpg.chip.jpg,7
17024,dataset2\64\12593_DonnaReed_64_f.jpg,64
8600,dataset2\38\067782_0M38.JPG,38
8788,dataset2\39\00370_09M39.JPG,39
3048,dataset2\20\021A20.JPG,20
3911,dataset2\22\14511471_1984-03-22_2007.jpg,22
4222,dataset2\23\13758984_1990-02-27_2014.jpg,23
13047,dataset2\52\036300_0M52.JPG,52
8648,dataset2\38\070316_2M38.JPG,38
8719,dataset2\38\073299_2F38.JPG,38
3919,dataset2\22\14595_JenniferJones_22_f.jpg,22
18552,dataset2\69\1759_TimCurry_69_m.jpg,69
3399,dataset2\21\10068_JaneBirkin_21_f.jpg,21
11215,dataset2\47\040685_0M47.JPG,47
11332,dataset2\47\050297_02M47.JPG,47
10484,dataset2\44\054083_0M44.JPG,44
9005,dataset2\39\069492_1M39.JPG,39
16681,dataset2\63\1125375_1941-12-24_2005.jpg,63
6685,dataset2\32\05248_00M32.JPG,32
11774,dataset2\48\059301_0M48.JPG,48
18509,dataset2\69\146749_00F69.JPG,69
17531,dataset2\65\37500_1944-01-23_2010.jpg,65
9046,dataset2\39\071198_2M39.JPG,39
18703,dataset2\69\5688_RobertDeNiro_69_m.jpg,69
19595,dataset2\8\8_1_1_20170112211035045.jpg.chip.jpg,8
13617,dataset2\53\1111368_1957-09-11_2011.jpg,53
19787,dataset2\9\9_0_0_20170110224738342.jpg.chip.jpg,9
1212,dataset2\14\001A14.JPG,14
12064,dataset2\49\059123_4M49.JPG,49
1807,dataset2\15\32449617_1957-08-15_1973.jpg,15
18362,dataset2\68\318_MichaelBloomberg_68_m.jpg,68
13204,dataset2\52\065609_0M52.JPG,52
16341,dataset2\62\047322_2M62.JPG,62
8292,dataset2\37\070843_1M37.JPG,37
13206,dataset2\52\065939_01M52.JPG,52
3168,dataset2\20\11356729_1992-11-13_2013.jpg,20
9977,dataset2\42\06183_0F42.JPG,42
15946,dataset2\60\1776934_1951-05-30_2012.jpg,60
6475,dataset2\31\11448_01F31.JPG,31
11595,dataset2\48\046928_2M48.JPG,48
18174,dataset2\68\11688_MireilleDarc_68_f.jpg,68
7545,dataset2\34\102335_3M34.JPG,34
16337,dataset2\62\034108_1M62.JPG,62
1179,dataset2\13\nm0266824_rm777622528_1994-2-23_2008.jpg,13
12355,dataset2\5\5_1_4_20161223230128667.jpg.chip.jpg,5
10866,dataset2\45\055784_0M45.JPG,45
10217,dataset2\43\058867_00M43.JPG,43
4902,dataset2\26\06305_01M26.JPG,26
2032,dataset2\16\16_0_0_20170110232301837.jpg.chip.jpg,16
2140,dataset2\17\026A17.JPG,17
5189,dataset2\27\04258_01M27.JPG,27
7146,dataset2\33\102596_1M33.JPG,33
6739,dataset2\32\1016409_1981-02-25_2014.jpg,32
11309,dataset2\47\048611_0M47.JPG,47
13976,dataset2\55\040722_02M55.JPG,55
2130,dataset2\17\017A17.JPG,17
6651,dataset2\31\129663_0M31.JPG,31
11591,dataset2\48\046594_1M48.JPG,48
7173,dataset2\33\10443686_1974-06-06_2008.jpg,33
4115,dataset2\23\1215095_1920-07-19_1944.jpg,23
15756,dataset2\60\1001464_1953-12-29_2014.jpg,60
19774,dataset2\9\9_0_0_20170110224425000.jpg.chip.jpg,9
7886,dataset2\36\00978_9M36.JPG,36
19400,dataset2\8\8_0_0_20170103201932624.jpg.chip.jpg,8
2511,dataset2\18\05167_03M18.JPG,18
3548,dataset2\21\13126704_1971-09-20_1993.jpg,21
1760,dataset2\15\1653786_1998-04-09_2014.jpg,15
10396,dataset2\44\050979_6M44.JPG,44
4567,dataset2\25\04345_04M25.JPG,25
13787,dataset2\54\069975_25M54.JPG,54
3876,dataset2\22\13709456_1941-08-27_1964.jpg,22
5574,dataset2\28\10651_LuiseRainer_28_f.jpg,28
13270,dataset2\52\079419_10F52.JPG,52
18733,dataset2\69\6830798_1938-12-27_2008.jpg,69
3611,dataset2\21\14702_ElizabethTaylor_21_f.jpg,21
9637,dataset2\41\062694_2M41.JPG,41
19761,dataset2\9\9_0_0_20170110221724498.jpg.chip.jpg,9
6536,dataset2\31\1196068_1934-10-13_1966.jpg,31
19108,dataset2\70\13363_BetteDavis_70_f.jpg,70
13723,dataset2\54\045698_02M54.JPG,54
9084,dataset2\39\072421_00F39.JPG,39
4205,dataset2\23\13418259_1986-10-07_2010.jpg,23
11669,dataset2\48\051283_2M48.JPG,48
5477,dataset2\28\028A28.JPG,28
5523,dataset2\28\09520_02M28.JPG,28
10635,dataset2\45\046861_2M45.JPG,45
8606,dataset2\38\068423_1F38.JPG,38
322,dataset2\11\060A11.JPG,11
4922,dataset2\26\08478_01M26.JPG,26
9123,dataset2\40\04440_02M40.JPG,40
18821,dataset2\7\7_0_0_20170110215920604.jpg.chip.jpg,7
2191,dataset2\17\07527_03M17.JPG,17
12395,dataset2\5\nm1102577_rm3648559360_1998-4-9_2004.jpg,5
1495,dataset2\14\41970292_1997-05-26_2012.jpg,14
6680,dataset2\32\04820_02F32.JPG,32
13862,dataset2\54\10822564_1899-02-21_1954.jpg,54
9338,dataset2\40\066529_4M40.JPG,40
11546,dataset2\48\043208_2M48.JPG,48
9551,dataset2\41\060814_0M41.JPG,41
11933,dataset2\49\04842_07F49.JPG,49
14110,dataset2\55\10885_TippiHedren_55_f.jpg,55
7536,dataset2\34\102000_1M34.JPG,34
504,dataset2\11\nm0010781_rm825789952_1979-8-22_1991.jpg,11
11210,dataset2\46\058464_4M46.JPG,46
13162,dataset2\52\051758_01M52.JPG,52
10910,dataset2\46\00837_10F46.JPG,46
18340,dataset2\68\2795_MickJagger_68_m.jpg,68
11209,dataset2\46\058464_3M46.JPG,46
11548,dataset2\48\043296_0M48.JPG,48
12343,dataset2\5\5_1_3_20161220221527498.jpg.chip.jpg,5
18348,dataset2\68\292698_1940-02-25_2009.jpg,68
8632,dataset2\38\069596_4M38.JPG,38
14372,dataset2\56\10024005_1955-12-24_2012.jpg,56
11966,dataset2\49\050634_0M49.JPG,49
9620,dataset2\41\062029_0M41.JPG,41
8499,dataset2\38\02738_0M38.JPG,38
18247,dataset2\68\15199_CydCharisse_68_f.jpg,68
17880,dataset2\67\1148461_1939-04-12_2007.jpg,67
10739,dataset2\45\051594_2M45.JPG,45
12970,dataset2\51\06930_00M51.JPG,51
9177,dataset2\40\059679_14M40.JPG,40
6382,dataset2\31\07919_07F31.JPG,31
18908,dataset2\7\7_1_2_20161219193454051.jpg.chip.jpg,7
12727,dataset2\51\037747_2M51.JPG,51
0,dataset2\10\001A10.JPG,10
6182,dataset2\30\10766_OrnellaMuti_30_f.jpg,30
8304,dataset2\37\071638_0F37.JPG,37
2325,dataset2\17\15185_05M17.JPG,17
920,dataset2\13\038A13.JPG,13
2758,dataset2\19\0241_01M19.JPG,19
6837,dataset2\32\110901_3M32.JPG,32
11342,dataset2\47\051283_0M47.JPG,47
9095,dataset2\40\004A40.JPG,40
4157,dataset2\23\12848_Myl╨ÜneDemongeot_23_f.jpg,23
3526,dataset2\21\12777_01M21.JPG,21
1360,dataset2\14\14_1_0_20170109203937399.jpg.chip.jpg,14
15800,dataset2\60\11316780_1950-01-04_2011.jpg,60
19384,dataset2\8\13007_GeraldineChaplin_8_f.jpg,8
